route,transponder_id,bus_id,timestamp,heading,speed,latitude,longitude
Route 4,231,401,10/16/2014 9:47:05 AM,355.1,15.06,41.948112490422,-88.76574797973221
Route 2,233,501,10/16/2014 9:47:05 AM,190.1,0.0,41.9349593237583,-88.7706991463977
Route 2,229,601,10/16/2014 9:37:47 AM,42.9,6.9,41.9357198237582,-88.76706281306521
Route 4,219,602,10/16/2014 9:47:07 AM,138.5,0.7,41.9347034904251,-88.7704381463978
Route 5,225,603,10/16/2014 9:47:08 AM,356.6,0.0,41.936210323758104,-88.7671466463985
Route 7,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/15/2014 2:32:15 PM,184.1,0.0,41.9345143237584,-88.7277598130742
Route 3,228,702,10/16/2014 9:47:05 AM,348.4,0.0,41.9360486570914,-88.7672021463985
Route 1,222,901,10/16/2014 9:47:09 AM,350.9,1.28,41.9357921570915,-88.7671624797318
Route 2,226,902,10/16/2014 9:47:06 AM,359.5,28.65,41.9373079904245,-88.7878513130604
Route 5,214,904,10/16/2014 9:47:09 AM,267.3,11.39,41.94248915709,-88.778182146396
Route 1,215,1001,10/16/2014 9:47:06 AM,88.6,0.0,41.9346443237584,-88.7702336463978
Route 3,218,1002,10/16/2014 9:47:08 AM,183.1,5.3,41.945312323756,-88.76583347973221
Route 5,227,1003,10/16/2014 9:47:05 AM,153.7,0.0,41.9348051570917,-88.7706148130644
Route 6,232,1004,10/16/2014 9:47:04 AM,89.5,22.1,41.936359157091395,-88.77242297973059
Route 2,223,1102,10/16/2014 9:47:04 AM,359.8,8.39,41.9336849904253,-88.7657169797322
Route 4,231,401,10/16/2014 9:47:35 AM,270.2,22.63,41.9485429904219,-88.76801164639829
Route 2,233,501,10/16/2014 9:47:35 AM,190.1,0.0,41.934955823758294,-88.7707066463977
Route 2,229,601,10/16/2014 9:37:47 AM,42.9,6.9,41.9357198237582,-88.76706281306521
Route 4,219,602,10/16/2014 9:47:34 AM,338.1,19.36,41.9354739904249,-88.7701434797311
Route 5,225,603,10/16/2014 9:47:38 AM,356.6,0.0,41.9362141570914,-88.76715231306521
Route 7,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/15/2014 2:32:15 PM,184.1,0.0,41.9345143237584,-88.7277598130742
Route 3,228,702,10/16/2014 9:47:35 AM,348.4,0.07,41.936052823758104,-88.76719964639851
Route 1,222,901,10/16/2014 9:47:36 AM,359.9,3.15,41.9361516570914,-88.76720614639851
Route 2,226,902,10/16/2014 9:47:36 AM,237.4,0.28,41.9397384904239,-88.7881103130604
Route 5,214,904,10/16/2014 9:47:38 AM,2.0,13.68,41.9431948237565,-88.77876214639579
Route 1,215,1001,10/16/2014 9:47:36 AM,88.6,0.0,41.9346298237584,-88.7702376463978
Route 3,218,1002,10/16/2014 9:47:38 AM,179.4,26.17,41.942985490423204,-88.76580881306549
Route 5,227,1003,10/16/2014 9:47:35 AM,153.7,0.0,41.9348223237584,-88.7706373130644
Route 6,232,1004,10/16/2014 9:47:34 AM,189.2,11.77,41.9355323237582,-88.7704894797311
Route 2,223,1102,10/16/2014 9:47:34 AM,0.2,10.75,41.9348358237584,-88.7657338130655
Route 4,231,401,10/16/2014 9:48:05 AM,229.8,7.88,41.9485523237552,-88.7699299797312
Route 2,233,501,10/16/2014 9:48:05 AM,190.1,0.0,41.9349513237583,-88.77071131306441
Route 2,229,601,10/16/2014 9:37:47 AM,42.9,6.9,41.9357198237582,-88.76706281306521
Route 4,219,602,10/16/2014 9:48:04 AM,90.1,21.52,41.9363146570914,-88.76895347973141
Route 5,225,603,10/16/2014 9:48:08 AM,356.6,0.0,41.9362148237581,-88.7671548130652
Route 7,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/15/2014 2:32:15 PM,184.1,0.0,41.9345143237584,-88.7277598130742
Route 3,228,702,10/16/2014 9:48:05 AM,348.4,0.0,41.93604949042479,-88.7671966463985
Route 1,222,901,10/16/2014 9:48:06 AM,296.0,8.34,41.936441157091295,-88.76736597973179
Route 2,226,902,10/16/2014 9:48:06 AM,180.5,33.89,41.9372811570911,-88.7880516463937
Route 5,214,904,10/16/2014 9:48:06 AM,25.2,18.31,41.9440468237563,-88.7785933130625
Route 1,215,1001,10/16/2014 9:48:06 AM,88.6,0.75,41.9346049904251,-88.7702376463978
Route 3,218,1002,10/16/2014 9:48:08 AM,180.6,24.27,41.939484990424,-88.76579464639879
Route 5,227,1003,10/16/2014 9:48:05 AM,153.7,0.3,41.934822490425,-88.7706363130644
Route 6,232,1004,10/16/2014 9:48:04 AM,339.1,0.78,41.9347376570917,-88.7705008130644
Route 2,223,1102,10/16/2014 9:48:04 AM,359.8,9.57,41.935347157091606,-88.7657273130655
Route 4,231,401,10/16/2014 9:48:35 AM,192.1,0.16,41.9471618237556,-88.7700116463978
Route 2,233,501,10/16/2014 9:48:35 AM,190.1,0.0,41.9349483237583,-88.7707121463977
Route 2,229,601,10/16/2014 9:37:47 AM,42.9,6.9,41.9357198237582,-88.76706281306521
Route 4,219,602,10/16/2014 9:48:34 AM,221.2,4.77,41.9360138237581,-88.76739164639851
Route 5,225,603,10/16/2014 9:48:38 AM,356.6,0.0,41.936212657091396,-88.76713947973178
Route 7,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/15/2014 2:32:15 PM,184.1,0.0,41.9345143237584,-88.7277598130742
Route 3,228,702,10/16/2014 9:48:35 AM,348.4,0.0,41.9360529904248,-88.7671976463985
Route 1,222,901,10/16/2014 9:48:39 AM,269.5,12.24,41.9364146570913,-88.7702386463978
Route 2,226,902,10/16/2014 9:48:36 AM,89.5,16.56,41.9363919904247,-88.78612447972749
Route 5,214,904,10/16/2014 9:48:38 AM,40.1,5.84,41.945324323756,-88.7780008130627
Route 1,215,1001,10/16/2014 9:48:36 AM,170.6,0.42,41.9345771570918,-88.7702456463978
Route 3,218,1002,10/16/2014 9:48:38 AM,184.4,0.0,41.9367609904246,-88.7658509797321
Route 5,227,1003,10/16/2014 9:48:35 AM,140.2,0.5,41.934772657091706,-88.7705814797311
Route 6,232,1004,10/16/2014 9:48:34 AM,29.0,9.42,41.9349031570917,-88.7700313130645
Route 2,223,1102,10/16/2014 9:48:37 AM,354.5,0.0,41.936239490424704,-88.7657586463988
Route 4,231,401,10/16/2014 9:49:05 AM,198.7,4.18,41.94559815708921,-88.7700534797312
Route 2,233,501,10/16/2014 9:49:05 AM,98.3,3.79,41.9347123237584,-88.7704211463978
Route 2,229,601,10/16/2014 9:37:47 AM,42.9,6.9,41.9357198237582,-88.76706281306521
Route 4,219,602,10/16/2014 9:49:07 AM,54.9,6.09,41.9354839904249,-88.76723331306509
Route 5,225,603,10/16/2014 9:49:08 AM,356.6,0.0,41.936212657091396,-88.7671328130652
Route 7,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/15/2014 2:32:15 PM,184.1,0.0,41.9345143237584,-88.7277598130742
Route 3,228,702,10/16/2014 9:49:05 AM,348.4,0.0,41.9360586570914,-88.76719197973179
Route 1,222,901,10/16/2014 9:49:09 AM,201.0,9.58,41.935266157091604,-88.77051897973111
Route 2,226,902,10/16/2014 9:49:06 AM,89.2,23.9,41.9364026570914,-88.78359314639481
Route 5,214,904,10/16/2014 9:49:08 AM,94.1,0.0,41.945268823755995,-88.77654364639629
Route 1,215,1001,10/16/2014 9:49:06 AM,170.6,0.02,41.9345636570918,-88.7702274797311
Route 3,218,1002,10/16/2014 9:49:08 AM,269.4,17.9,41.9365036570913,-88.76647414639869
Route 5,227,1003,10/16/2014 9:49:05 AM,31.8,8.5,41.934847490425,-88.7700389797312
Route 6,232,1004,10/16/2014 9:49:07 AM,51.7,8.2,41.9362289904247,-88.7705394797311
Route 2,223,1102,10/16/2014 9:49:07 AM,210.1,7.02,41.936345323758005,-88.76725147973178
Route 4,231,401,10/16/2014 9:49:35 AM,349.1,7.93,41.9453549904226,-88.7730021463972
Route 2,233,501,10/16/2014 9:49:35 AM,339.0,14.84,41.935761490424795,-88.7703826463977
Route 2,229,601,10/16/2014 9:37:47 AM,42.9,6.9,41.9357198237582,-88.76706281306521
Route 4,219,602,10/16/2014 9:49:37 AM,348.7,1.95,41.935956657091495,-88.7671149797319
Route 5,225,603,10/16/2014 9:49:38 AM,356.6,0.0,41.9362119904247,-88.7671331463985
Route 7,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/15/2014 2:32:15 PM,184.1,0.0,41.9345143237584,-88.7277598130742
Route 3,228,702,10/16/2014 9:49:35 AM,348.4,0.0,41.9360541570914,-88.76718647973179
Route 1,222,901,10/16/2014 9:49:39 AM,124.2,0.0,41.9347036570917,-88.7704589797311
Route 2,226,902,10/16/2014 9:49:36 AM,37.3,8.94,41.936447823758,-88.7810284797287
Route 5,214,904,10/16/2014 9:49:38 AM,94.6,17.29,41.9451829904227,-88.77474347973009
Route 1,215,1001,10/16/2014 9:49:36 AM,164.8,0.49,41.9345514904251,-88.7701943130645
Route 3,218,1002,10/16/2014 9:49:38 AM,269.7,16.31,41.93642949042471,-88.7702246463978
Route 5,227,1003,10/16/2014 9:49:35 AM,26.7,4.2,41.9362561570914,-88.770564979731
Route 6,232,1004,10/16/2014 9:49:37 AM,89.8,20.79,41.936317823758,-88.7665733130653
Route 2,223,1102,10/16/2014 9:49:37 AM,178.0,3.89,41.935702990424794,-88.76739514639841
Route 4,231,401,10/16/2014 9:50:08 AM,359.2,34.01,41.9496694904216,-88.7730516463971
Route 2,233,501,10/16/2014 9:50:08 AM,89.1,20.1,41.9363181570914,-88.76923397973141
Route 2,229,601,10/16/2014 9:37:47 AM,42.9,6.9,41.9357198237582,-88.76706281306521
Route 4,219,602,10/16/2014 9:50:10 AM,19.8,0.89,41.9360683237581,-88.7669693130652
Route 5,225,603,10/16/2014 9:50:08 AM,2.6,2.71,41.936283323758005,-88.7671621463985
Route 7,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/15/2014 2:32:15 PM,184.1,0.0,41.9345143237584,-88.7277598130742
Route 3,228,702,10/16/2014 9:50:08 AM,355.1,0.53,41.9360951570914,-88.76718631306521
Route 1,222,901,10/16/2014 9:50:09 AM,342.0,8.15,41.935122157091605,-88.77001481306449
Route 2,226,902,10/16/2014 9:50:06 AM,283.8,0.91,41.9366024904246,-88.7810184797287
Route 5,214,904,10/16/2014 9:50:09 AM,90.3,9.89,41.945170823756,-88.773728646397
Route 1,215,1001,10/16/2014 9:50:06 AM,164.4,1.08,41.9345269904251,-88.7701876463978
Route 3,218,1002,10/16/2014 9:50:08 AM,179.6,12.36,41.9349453237583,-88.770645479731
Route 5,227,1003,10/16/2014 9:50:05 AM,91.1,14.0,41.936324823758,-88.76798747973172
Route 6,232,1004,10/16/2014 9:50:07 AM,184.5,5.35,41.9355129904249,-88.76586981306549
Route 2,223,1102,10/16/2014 9:50:07 AM,97.0,0.07,41.9354356570916,-88.7673086463985
Route 4,231,401,10/16/2014 9:50:38 AM,262.0,10.27,41.9509034904214,-88.77333747973042
Route 2,233,501,10/16/2014 9:50:38 AM,89.9,4.17,41.9363076570914,-88.76754864639841
Route 2,229,601,10/16/2014 9:37:47 AM,42.9,6.9,41.9357198237582,-88.76706281306521
Route 4,219,602,10/16/2014 9:50:40 AM,0.4,0.0,41.9363076570914,-88.7670656463985
Route 5,225,603,10/16/2014 9:50:35 AM,266.5,15.44,41.936460990424706,-88.7679696463983
Route 7,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/15/2014 2:32:15 PM,184.1,0.0,41.9345143237584,-88.7277598130742
Route 3,228,702,10/16/2014 9:50:38 AM,269.9,10.36,41.93647149042471,-88.76760097973178
Route 1,222,901,10/16/2014 9:50:39 AM,345.6,5.52,41.936242323758,-88.7706024797311
Route 2,226,902,10/16/2014 9:50:36 AM,98.6,11.99,41.9377868237577,-88.78030297972879
Route 5,214,904,10/16/2014 9:50:38 AM,90.3,0.0,41.9451654904227,-88.7734286463971
Route 1,215,1001,10/16/2014 9:50:36 AM,153.3,0.46,41.9345026570918,-88.7701921463978
Route 3,218,1002,10/16/2014 9:50:38 AM,123.4,0.0,41.9346833237584,-88.7703943130644
Route 5,227,1003,10/16/2014 9:50:35 AM,169.3,4.6,41.9362341570914,-88.7673326463985
Route 6,232,1004,10/16/2014 9:50:37 AM,321.2,0.3,41.9354071570916,-88.76585981306549
Route 2,223,1102,10/16/2014 9:50:37 AM,284.4,0.0,41.935423657091604,-88.76735214639841
Route 4,231,401,10/16/2014 9:51:08 AM,270.8,30.44,41.9509063237547,-88.77795914639601
Route 2,233,501,10/16/2014 9:51:08 AM,177.0,5.4,41.9361834904247,-88.7673163130651
Route 2,229,601,10/16/2014 9:37:47 AM,42.9,6.9,41.9357198237582,-88.76706281306521
Route 4,219,602,10/16/2014 9:51:07 AM,280.8,0.0,41.9362876570914,-88.76709997973178
Route 5,225,603,10/16/2014 9:50:35 AM,266.5,15.44,41.936460990424706,-88.7679696463983
Route 7,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/15/2014 2:32:15 PM,184.1,0.0,41.9345143237584,-88.7277598130742
Route 3,228,702,10/16/2014 9:51:05 AM,359.6,18.94,41.937617157091104,-88.7681629797316
Route 1,222,901,10/16/2014 9:51:09 AM,271.5,4.34,41.936380823758,-88.7729043130639
Route 2,226,902,10/16/2014 9:51:06 AM,85.1,15.53,41.9377969904244,-88.77964697972901
Route 5,214,904,10/16/2014 9:51:08 AM,87.8,2.37,41.945170323755995,-88.77338847973041
Route 1,215,1001,10/16/2014 9:51:06 AM,159.5,0.39,41.9344821570918,-88.7701918130645
Route 3,218,1002,10/16/2014 9:51:08 AM,123.4,0.0,41.934674157091706,-88.7703966463977
Route 5,227,1003,10/16/2014 9:51:05 AM,193.5,4.7,41.9356793237582,-88.7673921463985
Route 6,232,1004,10/16/2014 9:51:07 AM,321.2,0.0,41.935405323758204,-88.76586114639879
Route 2,223,1102,10/16/2014 9:51:07 AM,319.3,3.45,41.935590657091495,-88.76727997973178
Route 4,231,401,10/16/2014 9:51:38 AM,275.6,9.74,41.9509708237547,-88.782711646395
Route 2,233,501,10/16/2014 9:51:38 AM,183.7,3.45,41.935663657091496,-88.76745314639841
Route 2,229,601,10/16/2014 9:37:47 AM,42.9,6.9,41.9357198237582,-88.76706281306521
Route 4,219,602,10/16/2014 9:51:40 AM,280.8,0.6,41.936270490424704,-88.76711297973179
Route 5,225,603,10/16/2014 9:50:35 AM,266.5,15.44,41.936460990424706,-88.7679696463983
Route 7,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/15/2014 2:32:15 PM,184.1,0.0,41.9345143237584,-88.7277598130742
Route 3,228,702,10/16/2014 9:51:38 AM,359.7,21.91,41.9410164904236,-88.7681789797316
Route 1,222,901,10/16/2014 9:51:39 AM,271.5,0.0,41.936390823758,-88.77291847973049
Route 2,226,902,10/16/2014 9:51:36 AM,94.1,9.97,41.9385673237575,-88.7780619797294
Route 5,214,904,10/16/2014 9:51:38 AM,89.6,22.32,41.9454398237559,-88.7699198130645
Route 1,215,1001,10/16/2014 9:51:39 AM,162.2,1.2,41.9344828237585,-88.7702004797312
Route 3,218,1002,10/16/2014 9:51:38 AM,123.4,0.0,41.9346799904251,-88.7704029797311
Route 5,227,1003,10/16/2014 9:51:38 AM,13.0,4.1,41.935905490424794,-88.76718997973178
Route 6,232,1004,10/16/2014 9:51:37 AM,333.5,0.0,41.935400657091606,-88.7658729797321
Route 2,223,1102,10/16/2014 9:51:37 AM,5.1,0.0,41.93577399042479,-88.7672278130652
Route 4,231,401,10/16/2014 9:52:08 AM,88.7,25.78,41.9508729904214,-88.78038564639549
Route 2,233,501,10/16/2014 9:52:08 AM,357.5,3.52,41.9356069904249,-88.76721447973179
Route 2,229,601,10/5/2014 2:39:38 PM,220.5,16.7,41.952482990421,-88.7253271464081
Route 4,219,602,10/16/2014 9:52:10 AM,280.8,0.2,41.936256823758,-88.76712981306521
Route 5,225,603,10/16/2014 9:50:35 AM,266.5,15.44,41.936460990424706,-88.7679696463983
Route 7,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/15/2014 2:32:15 PM,184.1,0.0,41.9345143237584,-88.7277598130742
Route 3,228,702,10/16/2014 9:52:08 AM,358.9,10.7,41.9439433237563,-88.76819947973159
Route 1,222,901,10/16/2014 9:52:09 AM,271.5,0.0,41.936398323758,-88.77292397973049
Route 2,226,902,10/16/2014 9:52:06 AM,89.3,10.61,41.9385768237575,-88.77664514639629
Route 5,214,904,10/16/2014 9:52:08 AM,88.1,9.35,41.9451089904227,-88.76607581306541
Route 1,215,1001,10/16/2014 9:52:09 AM,168.9,0.0,41.9345076570918,-88.7701961463978
Route 3,218,1002,10/16/2014 9:52:08 AM,123.4,0.0,41.9346784904251,-88.77040731306441
Route 5,227,1003,10/16/2014 9:52:08 AM,107.6,0.3,41.936142157091396,-88.7672301463985
Route 6,232,1004,10/16/2014 9:52:07 AM,333.5,0.0,41.935403157091606,-88.76586681306549
Route 2,223,1102,10/16/2014 9:52:07 AM,5.1,0.0,41.935779157091496,-88.76718397973178
Route 4,231,401,10/16/2014 9:52:38 AM,90.3,28.75,41.9508663237547,-88.77518297972999
Route 2,233,501,10/16/2014 9:52:38 AM,90.4,0.07,41.9356424904248,-88.7671911463985
Route 2,229,601,10/5/2014 2:39:38 PM,220.5,16.7,41.952482990421,-88.7253271464081
Route 4,219,602,10/16/2014 9:52:40 AM,280.8,0.0,41.9362516570914,-88.76714814639851
Route 5,225,603,10/16/2014 9:50:35 AM,266.5,15.44,41.936460990424706,-88.7679696463983
Route 7,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/15/2014 2:32:15 PM,184.1,0.0,41.9345143237584,-88.7277598130742
Route 3,228,702,10/16/2014 9:52:38 AM,303.1,21.23,41.944552490422794,-88.7700916463978
Route 1,222,901,10/16/2014 9:52:39 AM,213.5,9.89,41.936293823758,-88.77317397973042
Route 2,226,902,10/16/2014 9:52:39 AM,99.6,4.91,41.9378494904243,-88.7755534797299
Route 5,214,904,10/16/2014 9:52:38 AM,181.4,0.0,41.944489990422795,-88.76588931306541
Route 1,215,1001,10/16/2014 9:52:36 AM,168.9,0.0,41.9345196570918,-88.7702029797312
Route 3,218,1002,10/16/2014 9:52:38 AM,176.3,0.13,41.9346351570918,-88.7704208130644
Route 5,227,1003,10/16/2014 9:52:38 AM,122.0,0.7,41.93608899042471,-88.76702981306521
Route 6,232,1004,10/16/2014 9:52:37 AM,333.5,0.0,41.9354131570916,-88.76588147973209
Route 2,223,1102,10/16/2014 9:52:37 AM,5.1,0.0,41.9357714904248,-88.76717097973179
Route 4,231,401,10/16/2014 9:53:08 AM,179.6,27.71,41.9500849904216,-88.77322431306379
Route 2,233,501,10/16/2014 9:53:08 AM,90.4,0.0,41.9356433237582,-88.76724231306521
Route 2,229,601,10/5/2014 2:39:38 PM,220.5,16.7,41.952482990421,-88.7253271464081
Route 4,219,602,10/16/2014 9:53:10 AM,280.8,0.0,41.9362396570914,-88.7671581463985
Route 5,225,603,10/16/2014 9:50:35 AM,266.5,15.44,41.936460990424706,-88.7679696463983
Route 7,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/15/2014 2:32:15 PM,184.1,0.0,41.9345143237584,-88.7277598130742
Route 3,228,702,10/16/2014 9:53:08 AM,351.0,0.0,41.945175990422705,-88.77092914639759
Route 1,222,901,10/16/2014 9:53:09 AM,180.4,21.99,41.9336573237586,-88.7731304797305
Route 2,226,902,10/16/2014 9:53:09 AM,174.0,3.6,41.936464323758,-88.7754359797299
Route 5,214,904,10/16/2014 9:53:09 AM,178.3,20.24,41.94226965709,-88.7658228130655
Route 1,215,1001,10/16/2014 9:53:09 AM,165.4,0.19,41.9345169904251,-88.7702008130645
Route 3,218,1002,10/16/2014 9:53:08 AM,176.3,0.0,41.9346531570918,-88.7704208130644
Route 5,227,1003,10/16/2014 9:53:08 AM,279.5,0.6,41.936111157091396,-88.76715197973179
Route 6,232,1004,10/16/2014 9:53:07 AM,348.8,0.0,41.9354544904249,-88.76586481306549
Route 2,223,1102,10/16/2014 9:53:07 AM,5.1,0.0,41.9357628237582,-88.76715697973191
Route 4,231,401,10/16/2014 9:53:38 AM,184.2,0.0,41.9473924904222,-88.77322847973042
Route 2,233,501,10/16/2014 9:53:38 AM,90.4,0.0,41.9356366570915,-88.76729297973179
Route 2,229,601,10/5/2014 2:39:38 PM,220.5,16.7,41.952482990421,-88.7253271464081
Route 4,219,602,10/16/2014 9:53:40 AM,280.8,0.0,41.9362356570914,-88.76715997973179
Route 5,225,603,10/16/2014 9:53:39 AM,269.5,22.4,41.9435743237564,-88.77643531306299
Route 7,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/15/2014 2:32:15 PM,184.1,0.0,41.9345143237584,-88.7277598130742
Route 3,228,702,10/16/2014 9:53:38 AM,7.0,6.83,41.9455694904226,-88.76993947973119
Route 1,222,901,10/16/2014 9:53:39 AM,181.2,2.02,41.931304990425794,-88.7731088130638
Route 2,226,902,10/16/2014 9:53:39 AM,90.5,1.05,41.936370990424706,-88.77347231306369
Route 5,214,904,10/16/2014 9:53:39 AM,178.9,0.28,41.9400054904239,-88.76584064639879
Route 1,215,1001,10/16/2014 9:53:39 AM,55.6,0.0,41.934586323758396,-88.7700718130645
Route 3,218,1002,10/16/2014 9:53:38 AM,176.3,0.0,41.9346524904251,-88.7704068130644
Route 5,227,1003,10/16/2014 9:53:38 AM,279.5,0.1,41.936111990424706,-88.7671563130652
Route 6,232,1004,10/16/2014 9:53:37 AM,348.8,0.0,41.9354478237582,-88.76587397973209
Route 2,223,1102,10/16/2014 9:53:37 AM,5.1,0.35,41.935759823758204,-88.7671493130652
Route 4,231,401,10/16/2014 9:54:08 AM,124.9,13.5,41.9452469904227,-88.77301031306379
Route 2,233,501,10/16/2014 9:54:08 AM,90.4,0.12,41.9356379904249,-88.7673311463985
Route 2,229,601,10/5/2014 2:39:38 PM,220.5,16.7,41.952482990421,-88.7253271464081
Route 4,219,602,10/16/2014 9:54:10 AM,280.8,0.3,41.9362371570914,-88.7671763130652
Route 5,225,603,10/16/2014 9:54:09 AM,271.4,0.0,41.9436011570897,-88.77850731306259
Route 7,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/15/2014 2:32:15 PM,184.1,0.0,41.9345143237584,-88.7277598130742
Route 3,228,702,10/16/2014 9:54:08 AM,355.9,2.74,41.9463504904224,-88.7699254797312
Route 1,222,901,10/16/2014 9:54:09 AM,181.2,0.0,41.9312818237592,-88.77311231306379
Route 2,226,902,10/16/2014 9:54:09 AM,90.5,0.0,41.936370657091395,-88.7734738130637
Route 5,214,904,10/16/2014 9:54:08 AM,180.1,26.31,41.9389721570907,-88.76579281306549
Route 1,215,1001,10/16/2014 9:54:09 AM,55.6,0.0,41.934606490425104,-88.7700709797312
Route 3,218,1002,10/16/2014 9:54:08 AM,128.7,0.0,41.934651657091706,-88.7704044797311
Route 5,227,1003,10/16/2014 9:54:08 AM,279.5,0.1,41.9361188237581,-88.76715197973179
Route 6,232,1004,10/16/2014 9:54:07 AM,348.8,0.0,41.9354384904249,-88.76586131306549
Route 2,223,1102,10/16/2014 9:54:07 AM,5.1,0.22,41.935756823758204,-88.76713714639851
Route 4,231,401,10/16/2014 9:54:38 AM,123.3,20.25,41.9446209904228,-88.7702183130645
Route 2,233,501,10/16/2014 9:54:38 AM,90.4,0.21,41.935624323758205,-88.7673553130651
Route 2,229,601,10/5/2014 2:39:38 PM,220.5,16.7,41.952482990421,-88.7253271464081
Route 4,219,602,10/16/2014 9:54:40 AM,280.8,0.1,41.9362371570914,-88.7671838130652
Route 5,225,603,10/16/2014 9:54:30 AM,193.2,9.1,41.9434369904231,-88.7788626463958
Route 7,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/15/2014 2:32:15 PM,184.1,0.0,41.9345143237584,-88.7277598130742
Route 3,228,702,10/16/2014 9:54:41 AM,7.0,12.74,41.94746515708879,-88.7699639797312
Route 1,222,901,10/16/2014 9:54:39 AM,179.8,4.3,41.9312441570925,-88.77311147973049
Route 2,226,902,10/16/2014 9:54:39 AM,90.5,0.0,41.936365990424704,-88.7734771463971
Route 5,214,904,10/16/2014 9:54:38 AM,181.6,0.0,41.936720323757896,-88.76583681306549
Route 1,215,1001,10/16/2014 9:54:39 AM,339.7,14.38,41.9353469904249,-88.7701531463978
Route 3,218,1002,10/16/2014 9:54:38 AM,340.5,11.94,41.9357638237582,-88.7703363130644
Route 5,227,1003,10/16/2014 9:54:38 AM,151.5,1.1,41.936097657091395,-88.76714914639851
Route 6,232,1004,10/16/2014 9:54:40 AM,348.8,0.0,41.9354279904249,-88.7658554797321
Route 2,223,1102,10/16/2014 9:54:37 AM,5.1,0.0,41.9357533237582,-88.76713347973178
Route 4,231,401,10/16/2014 9:55:08 AM,178.3,19.3,41.9437671570897,-88.7682819797316
Route 2,233,501,10/16/2014 9:55:08 AM,90.4,0.28,41.9356198237582,-88.76737531306509
Route 2,229,601,10/5/2014 2:39:38 PM,220.5,16.7,41.952482990421,-88.7253271464081
Route 4,219,602,10/16/2014 9:55:10 AM,280.8,0.1,41.936235823758004,-88.76717681306509
Route 5,225,603,10/16/2014 9:54:30 AM,193.2,9.1,41.9434369904231,-88.7788626463958
Route 7,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/15/2014 2:32:15 PM,184.1,0.0,41.9345143237584,-88.7277598130742
Route 3,228,702,10/16/2014 9:55:11 AM,0.5,0.0,41.9483764904219,-88.7699159797312
Route 1,222,901,10/16/2014 9:55:09 AM,87.4,21.36,41.9310538237592,-88.7703043130644
Route 2,226,902,10/16/2014 9:55:09 AM,88.7,3.61,41.9363546570914,-88.770875979731
Route 5,214,904,10/16/2014 9:55:08 AM,245.5,6.04,41.9365331570913,-88.76592231306542
Route 1,215,1001,10/16/2014 9:55:09 AM,351.5,3.27,41.9361468237581,-88.770544479731
Route 3,218,1002,10/16/2014 9:55:08 AM,78.7,8.8,41.93631399042471,-88.7704264797311
Route 5,227,1003,10/16/2014 9:55:08 AM,151.5,0.0,41.9360983237581,-88.76716881306508
Route 6,232,1004,10/16/2014 9:55:10 AM,348.8,0.0,41.9354304904249,-88.7658701463988
Route 2,223,1102,10/16/2014 9:55:07 AM,5.1,0.39,41.9357486570915,-88.76713631306521
Route 4,231,401,10/16/2014 9:55:38 AM,180.3,27.23,41.9402343237571,-88.7682509797316
Route 2,233,501,10/16/2014 9:55:38 AM,90.4,0.0,41.9356253237582,-88.76739047973179
Route 2,229,601,10/5/2014 2:39:38 PM,220.5,16.7,41.952482990421,-88.7253271464081
Route 4,219,602,10/16/2014 9:55:40 AM,280.8,0.0,41.9362311570914,-88.7671808130651
Route 5,225,603,10/16/2014 9:55:41 AM,89.1,6.71,41.9411506570903,-88.7784979797292
Route 7,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
